Donor_Name,Pi_Name,Acceptor_Name,Donor_SMILES,Pi_SMILES,Acceptor_SMILES,SMILES,Source_Class,Anchoring_Group,Predicted_Abs_Max_nm,Predicted_PCE_Percent
Delphinidin_inspired,Ethyne,Rhodanine-3-acetic_acid,Oc1c(O)c(O)cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])c1,[I]C#C[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,O=C(O)CN1C(=O)SC(=CC#Cc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(O)c2)C1=O,Natural-derived,carboxylic_acid,412.9273703230735,7.5279
Pelargonidin_inspired,Ethyne,Rhodanine-3-acetic_acid,Oc1ccc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc1,[I]C#C[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,O=C(O)CN1C(=O)SC(=CC#Cc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)cc2)C1=O,Natural-derived,carboxylic_acid,411.0300790659913,7.5275
Luteolin_inspired,Thiophene,Phosphonic_acid,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccsc1[Br],[Cl]C=CP(=O)(O)O,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)c(-c3ccsc3C=CP(=O)(O)O)cc12,Natural-derived,phosphonic_acid,412.7842753380064,7.5253000000000005
Chrysin_inspired,Benzothiadiazole,Barbituric_acid,O=c1cc(-c2ccccc2)oc2cc(O)c([At])cc21,[I]c1ccc2nsnc2c1[Br],O=C1NC(=O)NC(=O)/C1=C/[Cl],O=C1NC(=O)C(=Cc2c(-c3cc4c(=O)cc(-c5ccccc5)oc4cc3O)ccc3nsnc23)C(=O)N1,Natural-derived,,421.54511651540446,7.524650000000004
Alizarin_inspired,Bithiophene,Benzoic_acid,O=C1c2ccccc2C(=O)c3c([At])c(O)c(O)cc31,[I]c1ccsc1-c2cc([Br])cs2,[Cl]c1ccc(C(=O)O)cc1,O=C(O)c1ccc(-c2csc(-c3sccc3-c3c(O)c(O)cc4c3C(=O)c3ccccc3C4=O)c2)cc1,Natural-derived,carboxylic_acid,427.5371576478662,7.519850000000003
Kaempferol_inspired,Thiophene,Phosphonic_acid,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)c([At])cc21,[I]c1ccsc1[Br],[Cl]C=CP(=O)(O)O,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)c(-c3ccsc3C=CP(=O)(O)O)cc12,Natural-derived,phosphonic_acid,411.2674842617911,7.5182
Apigenin_inspired,Furan,Phosphonic_acid,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c([At])cc21,[I]c1ccoc1[Br],[Cl]C=CP(=O)(O)O,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(-c3ccoc3C=CP(=O)(O)O)cc12,Natural-derived,phosphonic_acid,406.37454802691923,7.512550000000001
Curcumin_inspired,Benzene,Cyanoacrylic_acid,COc1cc(/C=C/C(=O)/C=C/c2cc(OC)c(O)cc2[At])ccc1O,[I]c1ccc([Br])cc1,[Cl]C=C(C#N)C(=O)O,COc1cc(C=CC(=O)C=Cc2cc(OC)c(O)cc2-c2ccc(C=C(C#N)C(=O)O)cc2)ccc1O,Natural-derived,cyanoacrylate,409.1004353005345,7.511050000000001
Peonidin_inspired,Benzene,Barbituric_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]c1ccc([Br])cc1,O=C1NC(=O)NC(=O)/C1=C/[Cl],COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccc(C=C3C(=O)NC(=O)NC3=O)cc2)ccc1O,Natural-derived,,405.54513555435375,7.510750000000002
Alizarin_inspired,Bithiophene,Phosphonic_acid,O=C1c2ccccc2C(=O)c3c([At])c(O)c(O)cc31,[I]c1ccsc1-c2cc([Br])cs2,[Cl]C=CP(=O)(O)O,O=C1c2ccccc2C(=O)c2c1cc(O)c(O)c2-c1ccsc1-c1cc(C=CP(=O)(O)O)cs1,Natural-derived,phosphonic_acid,439.6399651323898,7.509400000000003
Genistein_inspired,Thiophene,Acrylic_acid,O=c1c(-c2ccc(O)cc2)coc2cc(O)c([At])cc21,[I]c1ccsc1[Br],[Cl]C=CC(=O)O,O=C(O)C=Cc1sccc1-c1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O,Natural-derived,carboxylic_acid,401.6831608465506,7.507150000000001
Curcumin_inspired,Pyrrole_N-methyl,Cyanoacrylic_acid,COc1cc(/C=C/C(=O)/C=C/c2cc(OC)c(O)cc2[At])ccc1O,[I]c1ccn(C)c1[Br],[Cl]C=C(C#N)C(=O)O,COc1cc(C=CC(=O)C=Cc2cc(OC)c(O)cc2-c2ccn(C)c2C=C(C#N)C(=O)O)ccc1O,Natural-derived,cyanoacrylate,411.5684151253169,7.493650000000002
Myricetin_inspired,Ethyne,Rhodanine-3-acetic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]C#C[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,O=C(O)CN1C(=O)SC(=CC#Cc2cc3c(=O)c(O)c(-c4cc(O)c(O)c(O)c4)oc3cc2O)C1=O,Natural-derived,carboxylic_acid,413.8237741235111,7.4916
Myricetin_inspired,Benzene,Acrylic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccc([Br])cc1,[Cl]C=CC(=O)O,O=C(O)C=Cc1ccc(-c2cc3c(=O)c(O)c(-c4cc(O)c(O)c(O)c4)oc3cc2O)cc1,Natural-derived,carboxylic_acid,402.063419828641,7.486100000000001
Bisdemethoxycurcumin_inspired,Bithiophene,Barbituric_acid,O=C(/C=C/c1ccc(O)cc1)/C=C/c2ccc(O)c([At])c2,[I]c1ccsc1-c2cc([Br])cs2,O=C1NC(=O)NC(=O)/C1=C/[Cl],O=C(C=Cc1ccc(O)cc1)C=Cc1ccc(O)c(-c2ccsc2-c2cc(C=C3C(=O)NC(=O)NC3=O)cs2)c1,Natural-derived,,412.3220612950788,7.484650000000004
Peonidin_inspired,Bithiophene,Benzoic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]c1ccsc1-c2cc([Br])cs2,[Cl]c1ccc(C(=O)O)cc1,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccsc2-c2cc(-c3ccc(C(=O)O)cc3)cs2)ccc1O,Natural-derived,carboxylic_acid,412.04847692829367,7.477900000000001
Bisdemethoxycurcumin_inspired,Benzothiadiazole,Rhodanine-3-acetic_acid,O=C(/C=C/c1ccc(O)cc1)/C=C/c2ccc(O)c([At])c2,[I]c1ccc2nsnc2c1[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,O=C(C=Cc1ccc(O)cc1)C=Cc1ccc(O)c(-c2ccc3nsnc3c2C=C2SC(=O)N(CC(=O)O)C2=O)c1,Natural-derived,carboxylic_acid,413.0355316012275,7.477850000000003
Apigenin_inspired,Pyrrole_N-methyl,Phosphonic_acid,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c([At])cc21,[I]c1ccn(C)c1[Br],[Cl]C=CP(=O)(O)O,Cn1ccc(-c2cc3c(=O)cc(-c4ccc(O)cc4)oc3cc2O)c1C=CP(=O)(O)O,Natural-derived,phosphonic_acid,401.67857107825256,7.473450000000002
Genistein_inspired,Ethene,Cyanoacrylic_acid,O=c1c(-c2ccc(O)cc2)coc2cc(O)c([At])cc21,[I]/C=C/[Br],[Cl]C=C(C#N)C(=O)O,N#CC(=CC=Cc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O)C(=O)O,Natural-derived,cyanoacrylate,403.01043434767155,7.470100000000001
Purpurin_inspired,Furan,Cyanoacrylic_acid,O=C1c2ccccc2C(=O)c3c([At])c(O)c(O)c(O)c31,[I]c1ccoc1[Br],[Cl]C=C(C#N)C(=O)O,N#CC(=Cc1occc1-c1c(O)c(O)c(O)c2c1C(=O)c1ccccc1C2=O)C(=O)O,Natural-derived,cyanoacrylate,434.41347147269016,7.469450000000004
Genistein_inspired,Pyrrole_N-methyl,Barbituric_acid,O=c1c(-c2ccc(O)cc2)coc2cc(O)c([At])cc21,[I]c1ccn(C)c1[Br],O=C1NC(=O)NC(=O)/C1=C/[Cl],Cn1ccc(-c2cc3c(=O)c(-c4ccc(O)cc4)coc3cc2O)c1C=C1C(=O)NC(=O)NC1=O,Natural-derived,,400.9001231659931,7.467450000000005
Myricetin_inspired,Furan,Phosphonic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccoc1[Br],[Cl]C=CP(=O)(O)O,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c(-c3ccoc3C=CP(=O)(O)O)cc12,Natural-derived,phosphonic_acid,410.4736101507247,7.466799999999999
Demethoxycurcumin_inspired,Benzothiadiazole,Barbituric_acid,Oc1ccc(/C=C/C(=O)/C=C/c2cc(OC)c(O)cc2[At])cc1,[I]c1ccc2nsnc2c1[Br],O=C1NC(=O)NC(=O)/C1=C/[Cl],COc1cc(C=CC(=O)C=Cc2ccc(O)cc2)c(-c2ccc3nsnc3c2C=C2C(=O)NC(=O)NC2=O)cc1O,Natural-derived,,413.67024404329624,7.4664500000000045
Purpurin_inspired,Benzothiadiazole,Acrylic_acid,O=C1c2ccccc2C(=O)c3c([At])c(O)c(O)c(O)c31,[I]c1ccc2nsnc2c1[Br],[Cl]C=CC(=O)O,O=C(O)C=Cc1c(-c2c(O)c(O)c(O)c3c2C(=O)c2ccccc2C3=O)ccc2nsnc12,Natural-derived,carboxylic_acid,439.97559029224715,7.4657000000000036
Demethoxycurcumin_inspired,Ethene,Phosphonic_acid,Oc1ccc(/C=C/C(=O)/C=C/c2cc(OC)c(O)cc2[At])cc1,[I]/C=C/[Br],[Cl]C=CP(=O)(O)O,COc1cc(C=CC(=O)C=Cc2ccc(O)cc2)c(C=CC=CP(=O)(O)O)cc1O,Natural-derived,phosphonic_acid,458.9131328683465,7.464600000000001
Apigenin_inspired,Thiophene,Acrylic_acid,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c([At])cc21,[I]c1ccsc1[Br],[Cl]C=CC(=O)O,O=C(O)C=Cc1sccc1-c1cc2c(=O)cc(-c3ccc(O)cc3)oc2cc1O,Natural-derived,carboxylic_acid,403.2970068831902,7.462050000000001
Cyanidin_inspired,Thiophene,Benzoic_acid,Oc1ccc(O)c(-c2[o+]c3cc(O)cc(O)c3cc2[At])c1,[I]c1ccsc1[Br],[Cl]c1ccc(C(=O)O)cc1,O=C(O)c1ccc(-c2sccc2-c2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)ccc2O)cc1,Natural-derived,carboxylic_acid,405.1064564156664,7.458050000000001
Curcumin_inspired,Pyrrole_N-methyl,Benzoic_acid,COc1cc(/C=C/C(=O)/C=C/c2cc(OC)c(O)cc2[At])ccc1O,[I]c1ccn(C)c1[Br],[Cl]c1ccc(C(=O)O)cc1,COc1cc(C=CC(=O)C=Cc2cc(OC)c(O)cc2-c2ccn(C)c2-c2ccc(C(=O)O)cc2)ccc1O,Natural-derived,carboxylic_acid,407.92876464139175,7.457900000000003
Chrysin_inspired,Ethene,Cyanoacrylic_acid,O=c1cc(-c2ccccc2)oc2cc(O)c([At])cc21,[I]/C=C/[Br],[Cl]C=C(C#N)C(=O)O,N#CC(=CC=Cc1cc2c(=O)cc(-c3ccccc3)oc2cc1O)C(=O)O,Natural-derived,cyanoacrylate,411.8650441652028,7.456949999999999
Quercetin_inspired,Ethyne,Rhodanine-3-acetic_acid,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)c([At])cc21,[I]C#C[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,O=C(O)CN1C(=O)SC(=CC#Cc2cc3c(=O)c(O)c(-c4ccc(O)c(O)c4)oc3cc2O)C1=O,Natural-derived,carboxylic_acid,411.901654969719,7.454400000000001
Demethoxycurcumin_inspired,Ethene,Barbituric_acid,Oc1ccc(/C=C/C(=O)/C=C/c2cc(OC)c(O)cc2[At])cc1,[I]/C=C/[Br],O=C1NC(=O)NC(=O)/C1=C/[Cl],COc1cc(C=CC(=O)C=Cc2ccc(O)cc2)c(C=CC=C2C(=O)NC(=O)NC2=O)cc1O,Natural-derived,,453.0209501994783,7.451700000000001
Purpurin_inspired,Thiophene,Cyanoacrylic_acid,O=C1c2ccccc2C(=O)c3c([At])c(O)c(O)c(O)c31,[I]c1ccsc1[Br],[Cl]C=C(C#N)C(=O)O,N#CC(=Cc1sccc1-c1c(O)c(O)c(O)c2c1C(=O)c1ccccc1C2=O)C(=O)O,Natural-derived,cyanoacrylate,442.18231289836046,7.447850000000005
Genistein_inspired,Thiophene,Phosphonic_acid,O=c1c(-c2ccc(O)cc2)coc2cc(O)c([At])cc21,[I]c1ccsc1[Br],[Cl]C=CP(=O)(O)O,O=c1c(-c2ccc(O)cc2)coc2cc(O)c(-c3ccsc3C=CP(=O)(O)O)cc12,Natural-derived,phosphonic_acid,404.06462886395724,7.446350000000001
Curcumin_inspired,Furan,Benzoic_acid,COc1cc(/C=C/C(=O)/C=C/c2cc(OC)c(O)cc2[At])ccc1O,[I]c1ccoc1[Br],[Cl]c1ccc(C(=O)O)cc1,COc1cc(C=CC(=O)C=Cc2cc(OC)c(O)cc2-c2ccoc2-c2ccc(C(=O)O)cc2)ccc1O,Natural-derived,carboxylic_acid,403.85297754080057,7.445
Apigenin_inspired,Thienothiophene,Rhodanine-3-acetic_acid,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c([At])cc21,[I]c1cc2c(s1)scc2[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,O=C(O)CN1C(=O)SC(=Cc2csc3sc(-c4cc5c(=O)cc(-c6ccc(O)cc6)oc5cc4O)cc23)C1=O,Natural-derived,carboxylic_acid,411.34283990205734,7.441650000000002
Plumbagin_inspired,Benzothiadiazole,Barbituric_acid,CC1=C([At])C(=O)c2cccc(O)c2C1=O,[I]c1ccc2nsnc2c1[Br],O=C1NC(=O)NC(=O)/C1=C/[Cl],CC1=C(c2ccc3nsnc3c2C=C2C(=O)NC(=O)NC2=O)C(=O)c2cccc(O)c2C1=O,Natural-derived,,463.9238325437198,7.439100000000002
Cyanidin_inspired,Benzene,Barbituric_acid,Oc1ccc(O)c(-c2[o+]c3cc(O)cc(O)c3cc2[At])c1,[I]c1ccc([Br])cc1,O=C1NC(=O)NC(=O)/C1=C/[Cl],O=C1NC(=O)C(=Cc2ccc(-c3cc4c(O)cc(O)cc4[o+]c3-c3cc(O)ccc3O)cc2)C(=O)N1,Natural-derived,,404.1867749641297,7.435950000000004
Curcumin_inspired,Benzothiadiazole,Rhodanine-3-acetic_acid,COc1cc(/C=C/C(=O)/C=C/c2cc(OC)c(O)cc2[At])ccc1O,[I]c1ccc2nsnc2c1[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,COc1cc(C=CC(=O)C=Cc2cc(OC)c(O)cc2-c2ccc3nsnc3c2C=C2SC(=O)N(CC(=O)O)C2=O)ccc1O,Natural-derived,carboxylic_acid,417.6464083913465,7.429650000000004
Delphinidin_inspired,Thiophene,Barbituric_acid,Oc1c(O)c(O)cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])c1,[I]c1ccsc1[Br],O=C1NC(=O)NC(=O)/C1=C/[Cl],O=C1NC(=O)C(=Cc2sccc2-c2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(O)c2)C(=O)N1,Natural-derived,,407.30460695038033,7.428
Delphinidin_inspired,Thienothiophene,Benzoic_acid,Oc1c(O)c(O)cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])c1,[I]c1cc2c(s1)scc2[Br],[Cl]c1ccc(C(=O)O)cc1,O=C(O)c1ccc(-c2csc3sc(-c4cc5c(O)cc(O)cc5[o+]c4-c4cc(O)c(O)c(O)c4)cc23)cc1,Natural-derived,carboxylic_acid,409.852714810106,7.426600000000004
Luteolin_inspired,Benzene,Barbituric_acid,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccc([Br])cc1,O=C1NC(=O)NC(=O)/C1=C/[Cl],O=C1NC(=O)C(=Cc2ccc(-c3cc4c(=O)cc(-c5ccc(O)c(O)c5)oc4cc3O)cc2)C(=O)N1,Natural-derived,,408.56933626083475,7.4249500000000035
Demethoxycurcumin_inspired,Ethene,Acrylic_acid,Oc1ccc(/C=C/C(=O)/C=C/c2cc(OC)c(O)cc2[At])cc1,[I]/C=C/[Br],[Cl]C=CC(=O)O,COc1cc(C=CC(=O)C=Cc2ccc(O)cc2)c(C=CC=CC(=O)O)cc1O,Natural-derived,carboxylic_acid,457.881360625855,7.4232000000000005
Genistein_inspired,Furan,Rhodanine-3-acetic_acid,O=c1c(-c2ccc(O)cc2)coc2cc(O)c([At])cc21,[I]c1ccoc1[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,O=C(O)CN1C(=O)SC(=Cc2occc2-c2cc3c(=O)c(-c4ccc(O)cc4)coc3cc2O)C1=O,Natural-derived,carboxylic_acid,404.9120779103847,7.422200000000003
Chrysin_inspired,Ethyne,Cyanoacrylic_acid,O=c1cc(-c2ccccc2)oc2cc(O)c([At])cc21,[I]C#C[Br],[Cl]C=C(C#N)C(=O)O,N#CC(=CC#Cc1cc2c(=O)cc(-c3ccccc3)oc2cc1O)C(=O)O,Natural-derived,cyanoacrylate,409.14276785659155,7.421449999999998
Chrysin_inspired,Thienothiophene,Benzoic_acid,O=c1cc(-c2ccccc2)oc2cc(O)c([At])cc21,[I]c1cc2c(s1)scc2[Br],[Cl]c1ccc(C(=O)O)cc1,O=C(O)c1ccc(-c2csc3sc(-c4cc5c(=O)cc(-c6ccccc6)oc5cc4O)cc23)cc1,Natural-derived,carboxylic_acid,405.58031054186205,7.4140999999999995
Malvidin_inspired,Benzene,Barbituric_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]c1ccc([Br])cc1,O=C1NC(=O)NC(=O)/C1=C/[Cl],COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccc(C=C3C(=O)NC(=O)NC3=O)cc2)cc(OC)c1O,Natural-derived,,418.46346118105214,7.412950000000002
Genistein_inspired,Thiophene,Rhodanine-3-acetic_acid,O=c1c(-c2ccc(O)cc2)coc2cc(O)c([At])cc21,[I]c1ccsc1[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,O=C(O)CN1C(=O)SC(=Cc2sccc2-c2cc3c(=O)c(-c4ccc(O)cc4)coc3cc2O)C1=O,Natural-derived,carboxylic_acid,412.8430650752851,7.409300000000003
Luteolin_inspired,Ethyne,Phosphonic_acid,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)c([At])cc21,[I]C#C[Br],[Cl]C=CP(=O)(O)O,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)c(C#CC=CP(=O)(O)O)cc12,Natural-derived,phosphonic_acid,407.14195101678763,7.40855
Genistein_inspired,Thiophene,Barbituric_acid,O=c1c(-c2ccc(O)cc2)coc2cc(O)c([At])cc21,[I]c1ccsc1[Br],O=C1NC(=O)NC(=O)/C1=C/[Cl],O=C1NC(=O)C(=Cc2sccc2-c2cc3c(=O)c(-c4ccc(O)cc4)coc3cc2O)C(=O)N1,Natural-derived,,409.21799891249265,7.406650000000004
Genistein_inspired,Pyrrole_N-methyl,Rhodanine-3-acetic_acid,O=c1c(-c2ccc(O)cc2)coc2cc(O)c([At])cc21,[I]c1ccn(C)c1[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,Cn1ccc(-c2cc3c(=O)c(-c4ccc(O)cc4)coc3cc2O)c1C=C1SC(=O)N(CC(=O)O)C1=O,Natural-derived,carboxylic_acid,405.88459074994853,7.405200000000003
Quercetin_inspired,Benzene,Barbituric_acid,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccc([Br])cc1,O=C1NC(=O)NC(=O)/C1=C/[Cl],O=C1NC(=O)C(=Cc2ccc(-c3cc4c(=O)c(O)c(-c5ccc(O)c(O)c5)oc4cc3O)cc2)C(=O)N1,Natural-derived,,404.74677942850195,7.404950000000005
Kaempferol_inspired,Ethyne,Phosphonic_acid,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)c([At])cc21,[I]C#C[Br],[Cl]C=CP(=O)(O)O,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)c(C#CC=CP(=O)(O)O)cc12,Natural-derived,phosphonic_acid,403.5487542291365,7.4014500000000005
Chrysin_inspired,Thienothiophene,Acrylic_acid,O=c1cc(-c2ccccc2)oc2cc(O)c([At])cc21,[I]c1cc2c(s1)scc2[Br],[Cl]C=CC(=O)O,O=C(O)C=Cc1csc2sc(-c3cc4c(=O)cc(-c5ccccc5)oc4cc3O)cc12,Natural-derived,carboxylic_acid,413.5804077104903,7.393200000000002
Alizarin_inspired,Benzothiadiazole,Acrylic_acid,O=C1c2ccccc2C(=O)c3c([At])c(O)c(O)cc31,[I]c1ccc2nsnc2c1[Br],[Cl]C=CC(=O)O,O=C(O)C=Cc1c(-c2c(O)c(O)cc3c2C(=O)c2ccccc2C3=O)ccc2nsnc12,Natural-derived,carboxylic_acid,437.9599084022949,7.392200000000003
Malvidin_inspired,Benzene,Acrylic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]c1ccc([Br])cc1,[Cl]C=CC(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccc(C=CC(=O)O)cc2)cc(OC)c1O,Natural-derived,carboxylic_acid,400.5420440432861,7.38945
Lawsone_inspired,Bithiophene,Cyanoacrylic_acid,O=C1c2ccccc2C(=O)C(O)=C1[At],[I]c1ccsc1-c2cc([Br])cs2,[Cl]C=C(C#N)C(=O)O,N#CC(=Cc1csc(-c2sccc2C2=C(O)C(=O)c3ccccc3C2=O)c1)C(=O)O,Natural-derived,cyanoacrylate,442.0622671977669,7.3876000000000035
Curcumin_inspired,Thiophene,Benzoic_acid,COc1cc(/C=C/C(=O)/C=C/c2cc(OC)c(O)cc2[At])ccc1O,[I]c1ccsc1[Br],[Cl]c1ccc(C(=O)O)cc1,COc1cc(C=CC(=O)C=Cc2cc(OC)c(O)cc2-c2ccsc2-c2ccc(C(=O)O)cc2)ccc1O,Natural-derived,carboxylic_acid,403.21879857354287,7.383450000000002
Peonidin_inspired,Thienothiophene,Benzoic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]c1cc2c(s1)scc2[Br],[Cl]c1ccc(C(=O)O)cc1,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2cc3c(-c4ccc(C(=O)O)cc4)csc3s2)ccc1O,Natural-derived,carboxylic_acid,407.9008452823805,7.38115
Curcumin_inspired,Benzothiadiazole,Phosphonic_acid,COc1cc(/C=C/C(=O)/C=C/c2cc(OC)c(O)cc2[At])ccc1O,[I]c1ccc2nsnc2c1[Br],[Cl]C=CP(=O)(O)O,COc1cc(C=CC(=O)C=Cc2cc(OC)c(O)cc2-c2ccc3nsnc3c2C=CP(=O)(O)O)ccc1O,Natural-derived,phosphonic_acid,412.9458293404196,7.379900000000001
Delphinidin_inspired,Bithiophene,Benzoic_acid,Oc1c(O)c(O)cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])c1,[I]c1ccsc1-c2cc([Br])cs2,[Cl]c1ccc(C(=O)O)cc1,O=C(O)c1ccc(-c2csc(-c3sccc3-c3cc4c(O)cc(O)cc4[o+]c3-c3cc(O)c(O)c(O)c3)c2)cc1,Natural-derived,carboxylic_acid,411.6785769136101,7.379200000000002
Bisdemethoxycurcumin_inspired,Thiophene,Cyanoacrylic_acid,O=C(/C=C/c1ccc(O)cc1)/C=C/c2ccc(O)c([At])c2,[I]c1ccsc1[Br],[Cl]C=C(C#N)C(=O)O,N#CC(=Cc1sccc1-c1cc(C=CC(=O)C=Cc2ccc(O)cc2)ccc1O)C(=O)O,Natural-derived,cyanoacrylate,404.015996268935,7.37725
Lawsone_inspired,Thienothiophene,Cyanoacrylic_acid,O=C1c2ccccc2C(=O)C(O)=C1[At],[I]c1cc2c(s1)scc2[Br],[Cl]C=C(C#N)C(=O)O,N#CC(=Cc1csc2sc(C3=C(O)C(=O)c4ccccc4C3=O)cc12)C(=O)O,Natural-derived,cyanoacrylate,436.906057078903,7.369000000000004
Petunidin_inspired,Bithiophene,Benzoic_acid,Oc1c(O)c(OC)cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])c1,[I]c1ccsc1-c2cc([Br])cs2,[Cl]c1ccc(C(=O)O)cc1,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccsc2-c2cc(-c3ccc(C(=O)O)cc3)cs2)cc(O)c1O,Natural-derived,carboxylic_acid,412.64497040524526,7.3686
Apigenin_inspired,Pyrrole_N-methyl,Barbituric_acid,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c([At])cc21,[I]c1ccn(C)c1[Br],O=C1NC(=O)NC(=O)/C1=C/[Cl],Cn1ccc(-c2cc3c(=O)cc(-c4ccc(O)cc4)oc3cc2O)c1C=C1C(=O)NC(=O)NC1=O,Natural-derived,,400.66440241645273,7.3673500000000045
Curcumin_inspired,Thienothiophene,Barbituric_acid,COc1cc(/C=C/C(=O)/C=C/c2cc(OC)c(O)cc2[At])ccc1O,[I]c1cc2c(s1)scc2[Br],O=C1NC(=O)NC(=O)/C1=C/[Cl],COc1cc(C=CC(=O)C=Cc2cc(OC)c(O)cc2-c2cc3c(C=C4C(=O)NC(=O)NC4=O)csc3s2)ccc1O,Natural-derived,,414.24919938703425,7.365050000000004
Coumarin_dimethylamino,Bithiophene,Phosphonic_acid,O=C1Oc2ccc([At])c(N(C)C)c2C=C1,[I]c1ccsc1-c2cc([Br])cs2,[Cl]C=CP(=O)(O)O,CN(C)c1c(-c2ccsc2-c2cc(C=CP(=O)(O)O)cs2)ccc2oc(=O)ccc12,Natural-derived,phosphonic_acid,418.26170307237606,7.364299999999999
Apigenin_inspired,Pyrrole_N-methyl,Rhodanine-3-acetic_acid,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c([At])cc21,[I]c1ccn(C)c1[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,Cn1ccc(-c2cc3c(=O)cc(-c4ccc(O)cc4)oc3cc2O)c1C=C1SC(=O)N(CC(=O)O)C1=O,Natural-derived,carboxylic_acid,405.2955451208685,7.3606000000000025
Plumbagin_inspired,Thienothiophene,Cyanoacrylic_acid,CC1=C([At])C(=O)c2cccc(O)c2C1=O,[I]c1cc2c(s1)scc2[Br],[Cl]C=C(C#N)C(=O)O,CC1=C(c2cc3c(C=C(C#N)C(=O)O)csc3s2)C(=O)c2cccc(O)c2C1=O,Natural-derived,cyanoacrylate,441.71048551949457,7.359050000000004
Bisdemethoxycurcumin_inspired,Thienothiophene,Rhodanine-3-acetic_acid,O=C(/C=C/c1ccc(O)cc1)/C=C/c2ccc(O)c([At])c2,[I]c1cc2c(s1)scc2[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,O=C(C=Cc1ccc(O)cc1)C=Cc1ccc(O)c(-c2cc3c(C=C4SC(=O)N(CC(=O)O)C4=O)csc3s2)c1,Natural-derived,carboxylic_acid,400.7276968861161,7.354400000000003
