dye_raw,eco_class,valid_record_count,avg_pce_percent,max_pce_percent,avg_jsc_raw,avg_voc_raw,avg_ff_raw,example_name,example_smiles,common_semiconductors,common_redox_couples,common_substrates,sources,screening_reasons,example_dois,example_titles
MQ4 3,metal_free_candidate_uncertain,1,0.31,0.31,1.088,0.465,61.4,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.molstruc.2016.12.021,Microwave assisted synthesis of a series of charge-transfer photosensitizers having quinoxaline-2(1H)-one as anchoring group onto TiO2 surface
BDP1,metal_free_candidate_uncertain,1,0.31,0.31,1.93,0.54,0.26,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2019.107842,Simple BODIPY dyes as suitable electron-donors for organic bulk heterojunction photovoltaic cells
GC - cocktail,metal_free_candidate_uncertain,1,0.31,0.31,1.43,0.51,0.43,,,,,FTO,elsevier,no_excluded_metal_keyword_detected,10.1016/j.saa.2014.03.016,Light harvesting over a wide range of wavelength using natural dyes of gardenia and cochineal for dye-sensitized solar cells
S. nigrum L.,metal_free_candidate_uncertain,1,0.31,0.31,1.01,0.54,0.51,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.solener.2019.02.023,Progress in dye sensitized solar cell by incorporating natural photosensitizers
Al doped ZnO : Capsicum dye,metal_free_candidate_uncertain,1,0.31,0.31,1.2,500.0,0.52,,,ZnO,,ITO,elsevier,no_excluded_metal_keyword_detected,10.1016/j.solener.2016.11.029,Al-doped ZnO thin films grown onto ITO substrates as photoanode in dye sensitized solar cell
Raspberries ( 32 g ),metal_free_candidate_uncertain,1,0.309,0.309,,0.36,45.5,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.rser.2016.11.198,Natural dyes for dye sensitized solar cell: A review
PLD-2,metal_free_candidate_uncertain,1,0.306,0.306,2.07,328.0,0.451,,,,,FTO,elsevier,no_excluded_metal_keyword_detected,10.1016/j.poly.2016.02.011,Novel Alizarin palladacyclic complexes as sensitizers in high durable dye-sensitized solar cells
Red frangipani flowers,metal_free_candidate_uncertain,1,0.301,0.301,0.94,495.0,0.65,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.saa.2012.11.098,Performance of dye-sensitized solar cells fabricated with extracts from fruits of ivy gourd and flowers of red frangipani as sensitizers
Ixora macrothyrsa,metal_free_candidate_uncertain,3,0.3,0.3,1.31,0.4,0.57,,,TiO2,I−/I3−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.rser.2011.07.148; 10.1016/j.rser.2015.07.052; 10.1016/j.rser.2016.06.045,"Dye-sensitised solar cells: Development, structure, operation principles, electron kinetics, characterisation, synthesis materials and natural photosensitisers | Review on natural dye sensitized solar cells: Operation, materials and methods | Review: Dye sensitized solar cells based on natural photosensitizers"
Results from literature,metal_free_candidate_uncertain,3,0.3,0.3,1.3,0.67,32.0,,,ZnO,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.jphotochem.2010.02.004,Well-aligned arrays of vertically oriented ZnO nanowires electrodeposited on ITO-coated glass and their integration in dye sensitized solar cells
SiW9Co3,metal_free_candidate_uncertain,1,0.3,0.3,1.2,423.0,59.7,,,TiO2,I−/I3−,FTO,rsc,no_excluded_metal_keyword_detected,10.1039/C8CS00559A,Polyoxometalates in dye-sensitized solar cells  
MTPA-2,metal_free_organic_candidate,1,0.3,0.3,0.65,600.0,0.78,,CN1C=C(C(=C1)/C=C(/C(=O)O)\C#N)C2=CC=C(C=C2)N(C3=CC=C(C=C3)C4=CN(C=C4/C=C(/C(=O)O)\C#N)C)C5=CC=CC=C5,TiO2,I−/I3−,,rsc,organic_keyword:cyanoacrylic,10.1039/C6NJ02720B,Dual donor–π–acceptor type organic dyes for efficient dye-sensitized solar cells  
Electrolyte : 0.3 mol dm−3 LiI - 0.015 mol dm−3 I2. Photoelectr,metal_free_candidate_uncertain,1,0.3,0.3,0.3,0.3,0.3,,,,,glass,elsevier,no_excluded_metal_keyword_detected,10.1016/S0927-0248(01)00019-8,Influence of electrolytes on the photovoltaic performance of organic dye-sensitized nanocrystalline TiO2 solar cells
Electrolyte : 0.3 mol dm – 3 LiBr – 0.004 mol dm – 3 Br2. Photoelec,metal_free_candidate_uncertain,1,0.3,0.3,0.3,0.3,0.3,,,,,glass,elsevier,no_excluded_metal_keyword_detected,10.1016/S0927-0248(01)00019-8,Influence of electrolytes on the photovoltaic performance of organic dye-sensitized nanocrystalline TiO2 solar cells
Kapok(Ethanolic extract ),metal_free_candidate_uncertain,1,0.3,0.3,0.87,0.36,0.49,,,,T2/T−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.rser.2016.12.087,Performance improvement of modified dye-sensitized solar cells
Bixa orellana L .( Fractionated extract ),metal_free_candidate_uncertain,1,0.3,0.3,1.1,0.57,0.59,,,,T2/T−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.rser.2016.12.087,Performance improvement of modified dye-sensitized solar cells
HTM5,metal_free_candidate_uncertain,1,0.3,0.3,1.64,640.0,30.0,,,TiO2,,glass,elsevier,no_excluded_metal_keyword_detected,10.1016/j.tet.2015.08.038,Investigation of a dendrimer-like arrangement of hydrazone fragments for the application as hole transporting materials
HTM6,metal_free_candidate_uncertain,1,0.3,0.3,1.78,600.0,33.0,,,TiO2,,glass,elsevier,no_excluded_metal_keyword_detected,10.1016/j.tet.2015.08.038,Investigation of a dendrimer-like arrangement of hydrazone fragments for the application as hole transporting materials
BDP5,metal_free_candidate_uncertain,1,0.3,0.3,1.55,0.62,0.27,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2019.107842,Simple BODIPY dyes as suitable electron-donors for organic bulk heterojunction photovoltaic cells
Part V,metal_free_candidate_uncertain,1,0.3,0.3,0.83,0.562,64.8,,,,I3−/I−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.jphotochem.2011.02.008,Dye-sensitized solar cells using 20 natural dyes as sensitizers
"Mercurochrome , 20 min",metal_free_candidate_uncertain,1,0.3,0.3,1.3,0.67,32.0,,,ZnO,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.jphotochem.2010.02.004,Well-aligned arrays of vertically oriented ZnO nanowires electrodeposited on ITO-coated glass and their integration in dye sensitized solar cells
Spinach + beetroot,natural_or_bio_based_candidate,1,0.294,0.294,1.244,0.412,0.575,,,ZnO,,FTO,elsevier,keyword:beetroot|spinach; natural_or_plant_name_screen,10.1016/j.saa.2015.03.120,Visible light absorption and photo-sensitizing properties of spinach leaves and beetroot extracted natural dyes
CAT-H,metal_free_candidate_uncertain,1,0.29,0.29,1.26,384.0,0.6,,,TiO2,I3−/I−,FTO,rsc,no_excluded_metal_keyword_detected,10.1039/C7QM00211D,Photovoltaic performances of type-II dye-sensitized solar cells based on catechol dye sensitizers: retardation of back-electron transfer by PET (photo-induced electron transfer)  
K. japonica + sugar,metal_free_candidate_uncertain,1,0.29,0.29,0.7509,552.6,70.45,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.solener.2016.08.003,Recent advances in hybrid solar cells based on natural dye extracts from Indian plant pigment as sensitizers
C. indica L.,metal_free_candidate_uncertain,1,0.29,0.29,0.82,0.54,0.59,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.solener.2019.02.023,Progress in dye sensitized solar cell by incorporating natural photosensitizers
K. japonica with sugar,metal_free_candidate_uncertain,1,0.29,0.29,0.7509,0.5526,0.7,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.solener.2019.02.023,Progress in dye sensitized solar cell by incorporating natural photosensitizers
R. chinensis,natural_or_bio_based_candidate,1,0.29,0.29,0.8017,0.5433,0.66,,,TiO2,,,elsevier,natural_or_plant_name_screen,10.1016/j.solener.2019.02.023,Progress in dye sensitized solar cell by incorporating natural photosensitizers
Dried Spinach with TiO2,natural_or_bio_based_candidate,1,0.29,0.29,1.11,0.583,0.46,,,TiO2,,,elsevier,keyword:spinach; natural_or_plant_name_screen,10.1016/j.solener.2019.02.023,Progress in dye sensitized solar cell by incorporating natural photosensitizers
Rhododendron arboretum zeylanium,metal_free_candidate_uncertain,1,0.29,0.29,1.15,0.4,0.64,,,TiO2,I−/I3−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.rser.2011.07.148,Review: Dye sensitized solar cells based on natural photosensitizers
Turmeric,metal_free_organic_candidate,3,0.1937,0.287,0.5493,378.4763,34.395,,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,TiO2,I−/I3−,FTO,elsevier,metal_free_smiles_screen,10.1016/j.ijleo.2018.12.104; 10.1016/j.rser.2015.07.052; 10.1016/j.solener.2016.08.003,"Photovoltaic performance of natural metal free photo-sensitizer for TiO2 based dye-sensitized solar cells | Recent advances in hybrid solar cells based on natural dye extracts from Indian plant pigment as sensitizers | Review on natural dye sensitized solar cells: Operation, materials and methods"
Tangerine peel,metal_free_candidate_uncertain,5,0.234,0.28,0.666,0.5464,31.79,,,TiO2,I−/I3−,glass,elsevier,no_excluded_metal_keyword_detected,10.1016/j.rser.2011.07.148; 10.1016/j.rser.2015.07.052; 10.1016/j.rser.2016.06.045; 10.1016/j.rser.2017.04.075,"Dye-sensitised solar cells: Development, structure, operation principles, electron kinetics, characterisation, synthesis materials and natural photosensitisers | Recent progress and utilization of natural pigments in dye sensitized solar cells: A review | Review on natural dye sensitized solar cells: Operation, materials and methods"
Ipomoea,metal_free_candidate_uncertain,4,0.28,0.28,0.91,0.54,0.56,,,TiO2,I−/I3−,glass,elsevier,no_excluded_metal_keyword_detected,10.1016/j.rser.2011.07.148; 10.1016/j.rser.2016.06.045; 10.1016/j.rser.2017.04.075; 10.1016/j.solener.2019.02.023,"Dye-sensitised solar cells: Development, structure, operation principles, electron kinetics, characterisation, synthesis materials and natural photosensitisers | Progress in dye sensitized solar cell by incorporating natural photosensitizers | Recent progress and utilization of natural pigments in dye sensitized solar cells: A review"
Ipomea,metal_free_candidate_uncertain,2,0.279,0.28,0.912,270.27,28.445,,,TiO2,I−/I3−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.jphotochem.2018.09.018; 10.1016/j.rser.2015.07.052,"Enhancement of efficiency of natural and organic dye sensitized solar cells using thin film TiO2 photoanodes fabricated by spin-coating | Review on natural dye sensitized solar cells: Operation, materials and methods"
BH4,metal_free_organic_candidate,1,0.28,0.28,7.4,128.0,0.3,,C[C@@H]([C@@H]([C@H]1CNC2=C(N1)C(=O)NC(=N2)N)O)O,,,,rsc,metal_free_smiles_screen,10.1039/C4CP04010D,A double-acceptor as a superior organic dye design for p-type DSSCs: high photocurrents and the observed light soaking effect  
Tangerine,metal_free_candidate_uncertain,1,0.28,0.28,0.74,0.59,0.63,,,,T2/T−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.rser.2016.12.087,Performance improvement of modified dye-sensitized solar cells
MQ3 1,metal_free_candidate_uncertain,1,0.28,0.28,0.924,0.457,65.3,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.molstruc.2016.12.021,Microwave assisted synthesis of a series of charge-transfer photosensitizers having quinoxaline-2(1H)-one as anchoring group onto TiO2 surface
MQ3 2,metal_free_candidate_uncertain,1,0.28,0.28,0.921,0.459,65.5,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.molstruc.2016.12.021,Microwave assisted synthesis of a series of charge-transfer photosensitizers having quinoxaline-2(1H)-one as anchoring group onto TiO2 surface
SQ1 - TCQ,metal_free_candidate_uncertain,1,0.28,0.28,0.81,0.53,0.65,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2011.01.006,Far-red absorbing squarylium dyes with terminally connected electron-accepting units for organic dye-sensitized solar cells
SA / TBP,metal_free_candidate_uncertain,1,0.28,0.28,0.9,-0.45,0.64,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.jphotochem.2016.03.022,Kinetic study of carminic acid and santalin natural dyes in dye-sensitized solar cells
Tangerine peela,metal_free_candidate_uncertain,1,0.28,0.28,0.74,0.592,63.1,,,,I3−/I−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.jphotochem.2011.02.008,Dye-sensitized solar cells using 20 natural dyes as sensitizers
Beetroot on ZnO nanorode,natural_or_bio_based_candidate,1,0.28,0.28,2.3,0.2,0.3,,,TiO2,,,elsevier,keyword:beetroot; natural_or_plant_name_screen,10.1016/j.solener.2019.02.023,Progress in dye sensitized solar cell by incorporating natural photosensitizers
China loropetal,metal_free_candidate_uncertain,4,0.27,0.27,0.84,0.5125,21.2833,,,TiO2,I−/I3−; T2/T−,glass,elsevier,no_excluded_metal_keyword_detected,10.1016/j.rser.2011.07.148; 10.1016/j.rser.2016.06.045; 10.1016/j.rser.2016.12.087; 10.1016/j.rser.2017.04.075,"Dye-sensitised solar cells: Development, structure, operation principles, electron kinetics, characterisation, synthesis materials and natural photosensitisers | Performance improvement of modified dye-sensitized solar cells | Recent progress and utilization of natural pigments in dye sensitized solar cells: A review"
China Loropetal,metal_free_candidate_uncertain,2,0.205,0.27,0.675,0.479,31.54,,,,I−/I3−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.rser.2015.07.052,"Review on natural dye sensitized solar cells: Operation, materials and methods"
G7b,metal_free_organic_candidate,1,0.27,0.27,,0.29,0.49,,CC(=O)C1=CSC(=N1)NC(=O)C(C)(C)N,,,,rsc,metal_free_smiles_screen,10.1039/C3SC51026C,"Novel nanographene/porphyrin hybrids – preparation, characterization, and application in solar energy conversion schemes  "
7-T,metal_free_candidate_uncertain,1,0.27,0.27,1.21,363.0,0.61,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.jorganchem.2016.10.022,Synthesis of pentamethyldisilanyl-substituted starlike molecule with triazine core and its application to dye-sensitized solar cells
China loropetala,metal_free_candidate_uncertain,1,0.27,0.27,0.84,0.518,62.6,,,,I3−/I−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.jphotochem.2011.02.008,Dye-sensitized solar cells using 20 natural dyes as sensitizers
Chinese rosec,metal_free_candidate_uncertain,1,0.27,0.27,0.9,0.483,61.9,,,,I3−/I−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.jphotochem.2011.02.008,Dye-sensitized solar cells using 20 natural dyes as sensitizers
R. chinensis with sugar,metal_free_candidate_uncertain,1,0.27,0.27,0.7025,0.5373,0.69,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.solener.2019.02.023,Progress in dye sensitized solar cell by incorporating natural photosensitizers
Anthocyanin extract ( before purification ),natural_or_bio_based_candidate,1,0.27,0.27,0.7,0.55,0.72,,,TiO2,,,elsevier,keyword:anthocyanin; natural_or_plant_name_screen,10.1016/j.saa.2015.02.003,Photoelectric characterization of fabricated dye-sensitized solar cell using dye extracted from red Siahkooti fruit as natural sensitizer
15 c,metal_free_candidate_uncertain,1,0.27,0.27,,0.421,0.57,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2005.04.008,Application of semisquaric acids as sensitizers for zinc oxide solar cell
HB-1,metal_free_candidate_uncertain,1,0.27,0.27,0.74,0.52,0.71,,,TiO2,I3−/I−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.matchemphys.2016.09.024,Design and synthesis of BODIPY sensitizers with long alkyl chains tethered to N-carbazole and their application for dye sensitized solar cells
b-glc,metal_free_candidate_uncertain,2,0.26,0.26,1.79,280.0,0.53,,,,I−/I3−,glass,elsevier,no_excluded_metal_keyword_detected,10.1016/j.solener.2019.08.050,Study of the multi-equilibria of red wine colorants pyranoanthocyanins and evaluation of their potential in dye-sensitized solar cells
PS,metal_free_candidate_uncertain,1,0.26,0.26,0.75,0.56,0.63,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.tetlet.2011.12.133,A novel pyridinium hemicyanine dye with carboxylate anchoring group and its application in dye-sensitized solar cells
Yellow rosea,metal_free_candidate_uncertain,1,0.26,0.26,0.74,0.609,57.1,,,,I3−/I−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.jphotochem.2011.02.008,Dye-sensitized solar cells using 20 natural dyes as sensitizers
S. splendens,natural_or_bio_based_candidate,1,0.26,0.26,0.7,0.56,0.61,,,TiO2,,,elsevier,natural_or_plant_name_screen,10.1016/j.solener.2019.02.023,Progress in dye sensitized solar cell by incorporating natural photosensitizers
Hα,metal_free_candidate_uncertain,1,0.259,0.259,,,0.686,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.ijhydene.2018.10.176,Dye-sensitized solar cells based on natural and artificial phycobiliproteins to capture low light underwater
PMOT,metal_free_candidate_uncertain,1,0.258,0.258,0.387,0.475,0.444,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.solmat.2009.12.019,Synthesis and photoelectric property of poly (3-methoxythiophene)/titanium dioxide complexes
G7a,metal_free_organic_candidate,1,0.25,0.25,,0.38,0.4,,CCC1=CC=C(C=C1)[C@H]2C[C@H](N3C(=C(C=N3)C(=O)O)N2)C(F)(F)F,,,,rsc,metal_free_smiles_screen,10.1039/C3SC51026C,"Novel nanographene/porphyrin hybrids – preparation, characterization, and application in solar energy conversion schemes  "
28b,metal_free_organic_candidate,1,0.25,0.25,1.4,0.6,0.29,,C1=CC(=CC(=C1)C2=CNC(=O)C(=C2)O)C#N,TiO2,,,rsc,metal_free_smiles_screen,10.1039/C2JM16690A,"Oligothiophene-functionalized naphthalimides and perylene imides: design, synthesis and applications  "
Morinda lucida,metal_free_candidate_uncertain,1,0.25,0.25,1.15,0.35,0.63,,,,I−/I3−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.rser.2015.07.052,"Review on natural dye sensitized solar cells: Operation, materials and methods"
Azo2,metal_free_candidate_uncertain,1,0.25,0.25,,0.43,,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.cplett.2011.05.045,Photoexcitation and electron injection processes in azo dyes adsorbed on nanocrystalline TiO2 films
Rhodamine B,metal_free_organic_candidate,1,0.25,0.25,2.52,237.0,40.5,,CCN(CC)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](CC)CC)C=C3O2)C4=CC=CC=C4C(=O)O.[Cl-],,,FTO,elsevier,metal_free_smiles_screen,10.1016/j.physe.2017.03.019,Fabrication and characterization of nanowalls CdS/dye sensitized solar cells
Orange peel,metal_free_candidate_uncertain,1,0.25,0.25,,0.76,,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.solener.2019.02.023,Progress in dye sensitized solar cell by incorporating natural photosensitizers
Delonix regia polymer,metal_free_candidate_uncertain,1,0.245,0.245,0.84,0.3,0.48,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.solener.2019.02.023,Progress in dye sensitized solar cell by incorporating natural photosensitizers
SIP 4,metal_free_candidate_uncertain,3,0.1833,0.24,1.06,322.3333,0.53,,,TiO2,iodide/triiodide,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2017.05.058,"N-heterocyclic linkers from 1,2-diaza-1,3-dienes for dye-sensitized solar cells: DFT calculations, synthesis and photovoltaic performance"
N2,metal_free_candidate_uncertain,2,0.175,0.24,0.71,0.431,60.29,,N#N,TiO2,I−/I3−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2016.05.016; 10.1016/j.solener.2017.05.088,"Highly efficient panchromatic dye-sensitized solar cells: Synergistic interaction of ruthenium sensitizer with novel co-sensitizers carrying different acceptor units | New carbazole based metal-free organic dyes with D-π-A-π-A architecture for DSSCs: Synthesis, theoretical and cell performance studies"
DA,metal_free_candidate_uncertain,1,0.24,0.24,0.698,718.91,0.4807,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.saa.2014.07.096,Green grasses as light harvesters in dye sensitized solar cells
Re(CO)3(H2dpydt)Cl ( 3 ),metal_free_candidate_uncertain,1,0.24,0.24,1.25,290.0,0.67,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.jorganchem.2008.12.018,"Rhenium(I) tricarbonyl complexes with bispyridine ligands attached to sulfur-rich core: Syntheses, structures and properties"
Begoniaa ( Extract ),metal_free_candidate_uncertain,1,0.24,0.24,0.63,0.53,0.72,,,,T2/T−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.rser.2016.12.087,Performance improvement of modified dye-sensitized solar cells
Begoniaa,metal_free_candidate_uncertain,1,0.24,0.24,0.63,0.537,72.2,,,,I3−/I−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.jphotochem.2011.02.008,Dye-sensitized solar cells using 20 natural dyes as sensitizers
OKT-3,metal_free_candidate_uncertain,1,0.24,0.24,0.79,0.44,0.68,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.solener.2017.01.016,"Dye-sensitized solar cells: Investigation of D-A-π-A organic sensitizers based on [1,2,5]selenadiazolo[3,4-c]pyridine"
Black D,metal_free_candidate_uncertain,2,0.188,0.236,,525.0,37.8,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.solmat.2006.08.007,Characterisation and application of new carboxylic acid-functionalised ruthenium complexes as dye-sensitisers for solar cells
C-PC,metal_free_candidate_uncertain,1,0.234,0.234,,,0.765,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.ijhydene.2018.10.176,Dye-sensitized solar cells based on natural and artificial phycobiliproteins to capture low light underwater
Marigold,metal_free_candidate_uncertain,6,0.23,0.23,0.51,90.4503,50.172,,,TiO2,I−/I3−; T2/T−,glass,elsevier,no_excluded_metal_keyword_detected,10.1016/j.rser.2011.07.148; 10.1016/j.rser.2015.07.052; 10.1016/j.rser.2016.06.045; 10.1016/j.rser.2016.12.087; 10.1016/j.rser.2017.04.075,"Dye-sensitised solar cells: Development, structure, operation principles, electron kinetics, characterisation, synthesis materials and natural photosensitisers | Performance improvement of modified dye-sensitized solar cells | Recent advances in hybrid solar cells based on natural dye extracts from Indian plant pigment as sensitizers"
PS-3,metal_free_organic_candidate,1,0.23,0.23,1.05,0.35,0.61,,CC(=O)O[C@H]1CCC([C@H]2[C@]1([C@]3([C@@H](C[C@](O[C@@]3([C@H]([C@H]2OC(=O)C)O)C)(C)C=C)OC(=O)C)O)C)(C)C,,,,rsc,metal_free_smiles_screen,10.1039/C0SC00649A,Optimization of distyryl-Bodipy chromophores for efficient panchromatic sensitization in dye sensitized solar cells  
PRA,metal_free_candidate_uncertain,1,0.23,0.23,0.83,0.47,0.5,,,TiO2,,,rsc,no_excluded_metal_keyword_detected,10.1039/C6CP00571C,Unravelling the effect of anchoring groups on the ground and excited state properties of pyrene using computational and spectroscopic methods  
"Zn3,4TDHPP",metal_free_candidate_uncertain,1,0.23,0.23,1.11,410.0,51.0,,,TiO2,,FTO,rsc,no_excluded_metal_keyword_detected,10.1039/C5RA23584G,Fabrication and analysis of dye-sensitized solar cells (DSSCs) using porphyrin dyes with catechol anchoring groups  
Et1,metal_free_organic_candidate,1,0.23,0.23,1.39,298.0,0.56,,COC1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C=CC(=C3)OC)CCC(=O)O,TiO2,triiodide/iodide,glass,elsevier,metal_free_smiles_screen,10.1016/j.electacta.2012.09.025,"Effects of ligand LUMO levels, anchoring groups and spacers in Ru(II)-based terpyridine and dipyrazinylpyridine complexes on adsorption and photoconversion efficiency in DSSCs"
MeTAz-1-tcaa ( 43 ),metal_free_candidate_uncertain,1,0.23,0.23,1.71,0.256,52.0,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.tet.2018.04.043,"Azulene – Thiophene – Cyanoacrylic acid dyes with donor-π-acceptor structures. Synthesis, characterisation and evaluation in dye-sensitized solar cells"
Tradescantia zebrina(Ethanolic extract ),metal_free_candidate_uncertain,1,0.23,0.23,0.63,0.35,0.55,,,,T2/T−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.rser.2016.12.087,Performance improvement of modified dye-sensitized solar cells
GFP,metal_free_organic_candidate,1,0.23,0.23,0.709,640.0,0.5,,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)O)F)O)O)O,,,,elsevier,metal_free_smiles_screen,10.1016/j.biombioe.2015.10.017,Potential of light-harvesting of bacteriorhodopsin co-sensitized with green fluorescence protein: A new insight into bioenergy application
ZnP1 – Cd – A,metal_free_candidate_uncertain,1,0.23,0.23,1.12,0.3,0.69,,,,,glass,elsevier,no_excluded_metal_keyword_detected,10.1016/j.ica.2014.01.052,Metal (cadmium and manganese)-mediated assemblies of two acetohydrazide zinc porphyrins for use in supramolecular solar cells
Marigolda,metal_free_candidate_uncertain,1,0.23,0.23,0.51,0.542,83.1,,,,I3−/I−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.jphotochem.2011.02.008,Dye-sensitized solar cells using 20 natural dyes as sensitizers
Red amaranth leaves,metal_free_candidate_uncertain,1,0.23,0.23,0.87,0.486,0.53,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.solener.2019.02.023,Progress in dye sensitized solar cell by incorporating natural photosensitizers
HB-2,metal_free_candidate_uncertain,1,0.23,0.23,0.6,0.56,0.69,,,TiO2,I3−/I−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.matchemphys.2016.09.024,Design and synthesis of BODIPY sensitizers with long alkyl chains tethered to N-carbazole and their application for dye sensitized solar cells
Strawberryb,natural_or_bio_based_candidate,1,0.229,0.229,1.33,465.0,37.1,,,,,glass,elsevier,keyword:berry; natural_or_plant_name_screen,10.1016/j.cap.2015.01.003,Sensitized solar cells based on natural dyes
2A1G,metal_free_candidate_uncertain,1,0.228,0.228,0.839,,0.468,,,T0G,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.solener.2013.09.036,Graphene–anthocyanin mixture as photosensitizer for dye-sensitized solar cell
T3H,metal_free_candidate_uncertain,1,0.226,0.226,5.565,0.133,30.5,,,NiO,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2015.09.008,Engineering of organic dyes for highly efficient p-type dye-sensitized solar cells
Anethum graveolens,metal_free_candidate_uncertain,2,0.22,0.22,0.96,0.57,40.0,,,,I−/I3−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.rser.2015.07.052; 10.1016/j.rser.2016.06.045,"Dye-sensitised solar cells: Development, structure, operation principles, electron kinetics, characterisation, synthesis materials and natural photosensitisers | Review on natural dye sensitized solar cells: Operation, materials and methods"
K. japonica,natural_or_bio_based_candidate,2,0.22,0.22,0.5597,292.2419,34.215,,,TiO2,,,elsevier,natural_or_plant_name_screen,10.1016/j.solener.2016.08.003; 10.1016/j.solener.2019.02.023,Progress in dye sensitized solar cell by incorporating natural photosensitizers | Recent advances in hybrid solar cells based on natural dye extracts from Indian plant pigment as sensitizers
GeW9-Mn-SnR,metal_free_candidate_uncertain,1,0.22,0.22,0.74,423.0,67.1,,,TiO2,I−/I3−,FTO,rsc,no_excluded_metal_keyword_detected,10.1039/C8CS00559A,Polyoxometalates in dye-sensitized solar cells  
G6a,metal_free_organic_candidate,1,0.22,0.22,,0.25,0.47,,CC1=C(C=C(C=C1)C(=O)NC2CC2)C3=C(C=C(C=C3)C4=NN=C(O4)C)C,,,,rsc,metal_free_smiles_screen,10.1039/C3SC51026C,"Novel nanographene/porphyrin hybrids – preparation, characterization, and application in solar energy conversion schemes  "
Anthocyanin + Chlorophyll ( Trollflower ),natural_or_bio_based_candidate,1,0.22,0.22,0.589,0.521,0.711,,,TiO2,,,elsevier,keyword:chlorophyll|anthocyanin; natural_or_plant_name_screen,10.1016/j.optmat.2018.03.056,Fabrication and characterization of mixed dye: Natural and synthetic organic dye
